product_id,avg_price,avg_rating,num_transactions
P0000001,867.7019047619049,4.214285714285714,21
P0000002,750.7996,3.928,25
P0000003,939.6814285714287,4.071428571428571,14
P0000004,955.6538235294117,4.158823529411765,34
P0000005,569.7523809523809,4.185714285714286,21
P0000006,601.68,4.24,10
P0000007,928.1230434782609,4.165217391304347,23
P0000008,1134.3255172413794,4.048275862068966,29
P0000009,613.3577272727272,4.077272727272727,22
P0000010,916.122,4.093333333333333,15
P0000011,1209.2825,4.0375,16
P0000012,855.4813333333333,4.013333333333334,15
P0000013,885.9584615384615,4.146153846153846,13
P0000014,1086.2666666666667,4.166666666666667,24
P0000015,792.6808695652173,4.030434782608696,23
P0000016,432.72722222222217,3.8444444444444446,18
P0000017,1054.5395,4.055,20
P0000018,594.9483333333334,3.9916666666666667,12
P0000019,856.7765217391304,4.078260869565217,23
P0000020,1013.2717647058823,4.047058823529412,17
P0000021,1357.3208333333334,4.016666666666667,12
P0000022,719.1790476190477,4.109523809523809,21
P0000023,880.41,4.221212121212122,33
P0000024,803.1278947368421,4.21578947368421,19
P0000025,981.0336,4.06,25
P0000026,980.8947368421053,4.226315789473684,19
P0000027,1127.31,3.8125,8
P0000028,770.5077777777777,4.022222222222222,18
P0000029,983.0113043478261,4.160869565217391,23
P0000030,1189.295652173913,3.8391304347826085,23
P0000031,465.29545454545456,4.113636363636363,22
P0000032,843.6094117647059,4.129411764705883,17
P0000033,812.6895454545454,4.1000000000000005,22
P0000034,899.1629411764707,4.176470588235294,17
P0000035,782.221052631579,3.8473684210526313,19
P0000036,1104.56,4.127272727272727,22
P0000037,924.3745454545453,4.154545454545455,22
P0000038,1129.73,4.112,25
P0000039,752.3839285714286,4.060714285714286,28
P0000040,765.0325,3.78125,16
P0000041,931.6899999999999,4.029411764705882,17
P0000042,650.765,4.242857142857143,28
P0000043,930.0361111111112,4.122222222222223,18
P0000044,800.8092,4.156,25
P0000045,796.9222222222222,4.322222222222222,18
P0000046,746.3426315789474,4.094736842105263,19
P0000047,463.48999999999995,4.3100000000000005,10
P0000048,726.8757894736842,4.2631578947368425,19
P0000049,713.13,4.004,25
P0000050,346.42428571428576,4.178571428571429,14
P0000051,938.3346666666667,4.4399999999999995,15
P0000052,1412.3258823529413,4.18235294117647,17
P0000053,487.46066666666667,3.96,15
P0000054,937.3381818181817,4.05,22
P0000055,763.8240000000001,4.293333333333334,15
P0000056,747.2247368421052,4.010526315789474,19
P0000057,945.6706896551724,3.896551724137931,29
P0000058,606.8605,4.265,20
P0000059,313.05199999999996,4.133333333333334,15
P0000060,730.415625,4.05625,16
P0000061,1217.3391304347826,4.191304347826088,23
P0000062,988.97625,4.075,24
P0000063,529.9304166666667,4.070833333333334,24
P0000064,1191.594705882353,3.8529411764705883,17
P0000065,670.474,4.24,15
P0000066,717.6941666666667,3.9916666666666667,24
P0000067,975.7286363636363,4.1499999999999995,22
P0000068,480.97200000000004,4.0200000000000005,20
P0000069,755.1464285714285,4.264285714285714,14
P0000070,850.8914285714286,4.1,21
P0000071,1087.9955555555557,4.038888888888889,18
P0000072,956.4684210526317,4.152631578947369,19
P0000073,747.0873913043478,4.173913043478261,23
P0000074,992.6280769230768,4.0115384615384615,26
P0000075,804.8419047619047,3.838095238095238,21
P0000076,582.239,3.8549999999999995,20
P0000077,829.2277272727272,4.1454545454545455,22
P0000078,779.5595238095239,4.2,21
P0000079,778.4915789473685,4.126315789473685,19
P0000080,910.6045833333333,4.075,24
P0000081,829.1005263157895,4.189473684210526,19
P0000082,566.1470833333334,4.0625,24
P0000083,668.5988235294118,3.9529411764705884,17
P0000084,666.2341666666667,4.041666666666667,12
P0000085,690.0,4.166666666666667,15
P0000086,589.2085,3.9949999999999997,20
P0000087,377.0111764705883,4.1000000000000005,17
P0000088,988.5457894736842,4.2,19
P0000089,605.7718181818182,3.9818181818181815,22
P0000090,504.64250000000004,4.175,20
P0000091,1342.72,3.9692307692307693,13
P0000092,694.7953846153846,4.353846153846154,13
P0000093,683.434,4.133333333333334,15
P0000094,870.9464,4.012,25
P0000095,1242.3286363636364,3.877272727272727,22
P0000096,1095.672857142857,3.807142857142857,14
P0000097,331.3857894736842,4.068421052631579,19
P0000098,586.842857142857,3.85,14
P0000099,796.263,4.085,20
P0000100,1083.795625,4.275,16
P0000101,489.9966666666666,4.144444444444444,18
P0000102,942.9093333333333,4.17,30
P0000103,732.4262962962962,4.17037037037037,27
P0000104,556.8177272727272,4.013636363636364,22
P0000105,894.4655555555555,4.140740740740741,27
P0000106,666.8822222222221,4.033333333333333,18
P0000107,571.8213793103448,3.972413793103448,29
P0000108,732.9608333333332,4.033333333333333,24
P0000109,567.7134782608696,4.021739130434782,23
P0000110,930.6013636363637,4.209090909090909,22
P0000111,953.1152000000001,3.924,25
P0000112,1160.6390476190475,4.057142857142857,21
P0000113,586.4892857142858,4.314285714285714,14
P0000114,1322.672,4.25,20
P0000115,1383.0114285714285,3.942857142857143,7
P0000116,815.8373684210526,4.063157894736842,19
P0000117,1036.323846153846,3.9076923076923076,26
P0000118,935.5690625,4.23125,32
P0000119,634.1133333333333,4.153333333333333,15
P0000120,1083.9692,4.0760000000000005,25
P0000121,805.1633333333333,4.066666666666667,12
P0000122,534.5058823529412,3.9411764705882355,17
P0000123,547.8964,4.024,25
P0000124,1157.874,4.2,10
P0000125,1066.5494117647058,3.9823529411764707,17
P0000126,1005.9980952380952,4.357142857142857,21
P0000127,1027.91375,4.425,16
P0000128,1250.62375,4.24375,16
P0000129,762.2033333333333,3.8133333333333335,15
P0000130,1021.5322222222221,3.9444444444444446,9
P0000131,601.7113333333333,4.026666666666666,15
P0000132,723.8294736842105,4.110526315789474,19
P0000133,841.2438888888888,3.8444444444444446,18
P0000134,1033.5236363636363,3.8818181818181823,22
P0000135,1175.5580952380953,3.957142857142857,21
P0000136,469.37227272727273,3.9863636363636363,22
P0000137,789.6894444444445,4.077777777777778,18
P0000138,590.2466666666667,4.04,15
P0000139,702.6985714285714,3.9285714285714284,21
P0000140,845.0090476190477,4.066666666666667,21
P0000141,850.4959999999999,3.925,20
P0000142,611.096875,3.9625,16
P0000143,862.9773913043479,4.143478260869565,23
P0000144,547.5725,3.908333333333333,24
P0000145,734.4353333333333,3.96,15
P0000146,994.6168421052632,4.3052631578947365,19
P0000147,1391.934,4.279999999999999,20
P0000148,670.9482352941177,4.076470588235294,17
P0000149,1536.5885714285712,3.857142857142857,14
P0000150,1096.0194736842104,3.9684210526315793,19
P0000151,1211.0892307692307,4.153846153846154,26
P0000152,726.6344,4.0280000000000005,25
P0000153,666.8838461538461,3.9461538461538463,13
P0000154,1270.614117647059,4.105882352941176,17
P0000155,904.4926923076922,3.919230769230769,26
P0000156,942.5347058823529,3.894117647058824,17
P0000157,752.0642857142857,4.152380952380953,21
P0000158,802.1176666666667,4.11,30
P0000159,1074.0896296296296,4.107407407407408,27
P0000160,1106.5575,4.165,20
P0000161,1098.3652631578946,4.163157894736842,19
P0000162,1273.4771428571428,4.2214285714285715,14
P0000163,527.956,4.006666666666667,15
P0000164,500.224375,4.11875,16
P0000165,893.4285,3.95,20
P0000166,884.0753571428571,4.214285714285714,28
P0000167,419.11538461538464,4.1230769230769235,13
P0000168,1065.5806451612902,3.9000000000000004,31
P0000169,909.8421052631579,4.021052631578947,19
P0000170,845.63,4.1863636363636365,22
P0000171,861.6995652173913,4.126086956521739,23
P0000172,1044.1233333333334,4.111111111111111,18
P0000173,705.4694444444444,3.9555555555555557,18
P0000174,887.4465217391305,4.126086956521739,23
P0000175,1325.8799999999999,4.0115384615384615,26
P0000176,1305.52625,4.0,16
P0000177,981.65875,4.05,16
P0000178,881.7428,4.112,25
P0000179,804.5134782608696,3.9347826086956523,23
P0000180,905.2063333333334,4.246666666666667,30
P0000181,1005.971304347826,3.9478260869565216,23
P0000182,1267.4133333333334,4.0476190476190474,21
P0000183,877.0890476190476,4.333333333333333,21
P0000184,777.041052631579,4.136842105263158,19
P0000185,641.1768,3.948,25
P0000186,937.9399999999999,4.061111111111111,18
P0000187,906.8941666666666,4.066666666666666,24
P0000188,490.43294117647065,3.9,17
P0000189,1169.6157142857144,3.857142857142857,14
P0000190,841.8371428571429,4.204761904761905,21
P0000191,432.0357142857143,4.1,21
P0000192,450.8090625,4.0875,32
P0000193,596.164,4.12,20
P0000194,828.6627272727274,4.072727272727272,22
P0000195,1382.4647826086955,4.108695652173913,23
P0000196,770.279375,4.3375,16
P0000197,582.9270588235295,4.105882352941176,17
P0000198,1334.996111111111,4.0055555555555555,18
P0000199,585.4244444444445,4.177777777777778,27
P0000200,373.7585,4.1049999999999995,20
P0000201,658.0760869565217,4.239130434782608,23
P0000202,646.4161111111111,4.011111111111111,18
P0000203,647.9273076923077,3.9846153846153842,26
P0000204,1102.9465217391305,4.104347826086957,23
P0000205,519.1128571428571,4.3,21
P0000206,1166.5508333333335,4.145833333333333,24
P0000207,839.5295454545455,4.013636363636364,22
P0000208,927.8988235294119,4.141176470588236,17
P0000209,922.6492857142857,3.8285714285714283,14
P0000210,961.0783333333334,4.127777777777777,18
P0000211,791.9469230769232,3.869230769230769,26
P0000212,1078.9156,4.272,25
P0000213,1009.6609523809524,3.9714285714285715,21
P0000214,787.6941666666667,4.241666666666666,24
P0000215,812.911052631579,4.068421052631579,19
P0000216,667.934375,4.16875,16
P0000217,789.021111111111,3.9777777777777774,18
P0000218,972.6557142857143,3.9035714285714285,28
P0000219,809.3039130434781,4.1,23
P0000220,932.7594736842105,3.8894736842105266,19
P0000221,830.9303448275862,4.220689655172414,29
P0000222,1018.3879999999999,3.97,20
P0000223,1465.5127777777777,4.1,18
P0000224,666.4515789473684,4.2105263157894735,19
P0000225,1102.2194444444444,4.1,18
P0000226,603.578,4.06,25
P0000227,883.4223076923076,3.996153846153846,26
P0000228,796.4688000000001,4.092,25
P0000229,612.4429032258064,4.164516129032258,31
P0000230,844.8929166666667,4.095833333333333,24
P0000231,800.1394444444445,4.188888888888889,18
P0000232,905.7594444444444,4.372222222222223,18
P0000233,693.8427777777778,3.9166666666666665,18
P0000234,746.3916666666668,4.033333333333333,18
P0000235,1131.0664516129032,3.9193548387096775,31
P0000236,753.7547368421052,4.205263157894737,19
P0000237,627.3033333333333,4.095238095238095,21
P0000238,420.56823529411764,4.041176470588235,17
P0000239,1002.5464285714286,4.157142857142857,14
P0000240,529.0409999999999,3.79,20
P0000241,662.9063157894736,3.9578947368421056,19
P0000242,639.7345,4.01,20
P0000243,788.6644444444445,3.888888888888889,18
P0000244,910.115,4.0928571428571425,14
P0000245,1106.1033333333335,3.908333333333333,12
P0000246,763.182962962963,4.0777777777777775,27
P0000247,794.4961111111111,3.7777777777777777,18
P0000248,896.6885714285714,3.695238095238095,21
P0000249,904.4495238095237,4.0,21
P0000250,675.9514285714286,4.078571428571428,28
P0000251,941.8755555555555,4.2444444444444445,18
P0000252,686.2049999999999,4.241666666666666,24
P0000253,909.0238888888889,4.094444444444445,18
P0000254,475.63374999999996,3.96875,16
P0000255,1222.7986956521738,3.960869565217391,23
P0000256,810.25,4.011111111111111,18
P0000257,769.7927777777778,4.1,18
P0000258,522.8490476190476,4.066666666666667,21
P0000259,1251.1027272727272,3.9681818181818183,22
P0000260,779.4088888888889,4.122222222222223,18
P0000261,597.5109523809524,4.1380952380952385,21
P0000262,797.835,4.394444444444444,18
P0000263,637.4988235294118,4.1000000000000005,17
P0000264,1408.7393749999999,4.25,16
P0000265,796.6823076923077,4.05,26
P0000266,867.4965,3.965,20
P0000267,675.861052631579,3.9,19
P0000268,681.6382352941176,3.911764705882353,17
P0000269,881.9927272727273,4.127272727272727,22
P0000270,375.126875,4.19375,16
P0000271,1095.0368181818183,4.172727272727273,22
P0000272,1047.7625,3.891666666666667,24
P0000273,795.3858333333334,3.775,12
P0000274,556.5422727272727,4.054545454545455,22
P0000275,764.9009090909091,4.068181818181818,22
P0000276,1101.794,4.3,10
P0000277,633.4511111111111,4.072222222222222,18
P0000278,729.051875,4.175,16
P0000279,963.410357142857,4.1571428571428575,28
P0000280,735.3940909090909,4.027272727272727,22
P0000281,1119.7997142857141,4.257142857142857,35
P0000282,917.7642307692307,4.046153846153846,26
P0000283,999.8965384615384,4.0346153846153845,26
P0000284,950.4554166666667,4.120833333333334,24
P0000285,849.9031818181818,3.9818181818181815,22
P0000286,550.0875,4.255,20
P0000287,831.8116,4.12,25
P0000288,950.092,4.22,30
P0000289,766.1850000000001,4.2785714285714285,14
P0000290,1242.9128,4.152,25
P0000291,836.8090909090909,4.222727272727273,22
P0000292,485.0538095238095,4.042857142857143,21
P0000293,1093.9,3.8600000000000003,20
P0000294,488.38166666666666,4.008333333333334,12
P0000295,730.7966666666667,4.122222222222222,27
P0000296,1241.0181818181818,4.159090909090909,22
P0000297,838.528,4.04,20
P0000298,685.1820833333333,4.179166666666666,24
P0000299,737.8119047619048,4.057142857142857,21
P0000300,738.422,4.02,15
P0000301,731.198125,3.8625,16
P0000302,978.7577272727274,3.8000000000000003,22
P0000303,799.4470588235293,4.205882352941177,17
P0000304,828.6623076923078,4.246153846153846,26
P0000305,487.82624999999996,4.175,16
P0000306,772.8125,4.029999999999999,20
P0000307,832.5730434782608,3.9521739130434783,23
P0000308,492.684375,4.075,16
P0000309,964.3130769230769,4.065384615384615,26
P0000310,423.93863636363636,3.972727272727273,22
P0000311,1174.49,4.02,15
P0000312,1018.4253846153847,4.038461538461538,13
P0000313,740.1035294117647,3.9823529411764707,17
P0000314,810.1606666666667,4.126666666666667,15
P0000315,818.96875,4.041666666666667,24
P0000316,842.6177777777779,4.183333333333334,18
P0000317,998.2708695652174,3.991304347826087,23
P0000318,772.3761111111112,4.094444444444445,18
P0000319,896.7,4.083870967741936,31
P0000320,962.4538095238095,4.271428571428571,21
P0000321,922.9036363636365,4.322727272727272,22
P0000322,1019.7030000000001,3.95,10
P0000323,1168.9858823529412,4.3,17
P0000324,1071.302222222222,3.8444444444444446,18
P0000325,869.9677777777777,4.277777777777778,18
P0000326,628.0319047619048,4.090476190476191,21
P0000327,742.3520000000001,3.9266666666666667,15
P0000328,1040.9662962962964,4.088888888888889,27
P0000329,859.9788461538462,4.107692307692307,26
P0000330,648.1958333333333,4.029166666666667,24
P0000331,814.5056521739131,3.9130434782608696,23
P0000332,836.6861538461538,4.084615384615384,13
P0000333,1287.3658333333333,4.029166666666667,24
P0000334,1025.41,4.135294117647058,17
P0000335,447.3086956521739,4.034782608695652,23
P0000336,740.8966666666666,4.066666666666667,21
P0000337,858.955,4.1,18
P0000338,542.5708333333333,4.008333333333334,12
P0000339,744.5784210526317,4.126315789473685,19
P0000340,1026.3868965517242,3.9620689655172416,29
P0000341,763.8827777777777,4.138888888888889,18
P0000342,733.8330769230769,4.05,26
P0000343,1026.2239130434782,4.2043478260869565,23
P0000344,753.2315789473683,4.136842105263158,19
P0000345,477.75777777777773,4.111111111111111,18
P0000346,541.9037500000001,4.1,16
P0000347,799.795,4.2125,16
P0000348,924.3211538461538,4.142307692307693,26
P0000349,651.2511111111111,3.961111111111111,18
P0000350,1282.3013333333333,4.066666666666666,15
P0000351,705.7257894736842,3.8947368421052633,19
